ingredient_rank,ingredient_id,source,source_role,searched_name,query,searched_at,cutoff_date,raw_count,retrieved_count,selected_count,pagination_complete,search_status,source_run_status,failure_reason,input_provenance,query_contract_status,rerun_required,review_status,runtime_score_change,manifest_version,manifest_sha256,ingredient_dictionary_sha256,outcome_dictionary_sha256,direction_dictionary_sha256,policy_version
380,synthetic_beeswax,openalex,metadata_discovery,Synthetic Beeswax,"(""Synthetic Beeswax"") skin topical",2026-07-13T06:34:02+00:00,2026-07-13,0,0,not_applicable,not_applicable,access_unavailable,access_unavailable,Not attempted: source-level OpenAlex HTTP 429 access condition established by the first pending request in this run,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
380,synthetic_beeswax,kci,regional_bibliographic,Synthetic Beeswax,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,kci fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
380,synthetic_beeswax,riss,regional_bibliographic,Synthetic Beeswax,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,riss fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
381,propylparaben,pubmed,bibliographic_primary,Propylparaben,"(""Propylparaben""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",2026-07-13T06:25:48Z,2026-07-13,112,100,not_applicable,false,success_protocol_capped,success_protocol_capped,Fresh v1.1 relevance-ranked retrieval cap reached; the declared search protocol completed but full source pagination was not attempted,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
381,propylparaben,europe_pmc,bibliographic_primary,Propylparaben,"(TITLE_ABS:""Propylparaben"") AND (TITLE_ABS:""skin"" OR TITLE_ABS:""topical"") AND NOT SRC:MED AND NOT SRC:PAT",2026-07-13T06:30:33+00:00,2026-07-13,2,2,not_applicable,true,success,success,,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
381,propylparaben,crossref,metadata_discovery,Propylparaben,"(""Propylparaben"") skin topical",2026-07-13T06:30:58+00:00,2026-07-13,439657,50,not_applicable,false,success_protocol_capped,success_protocol_capped,Fresh v1.1 relevance-ranked retrieval cap reached; the declared search protocol completed but full source pagination was not attempted,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
381,propylparaben,openalex,metadata_discovery,Propylparaben,"(""Propylparaben"") skin topical",2026-07-13T06:34:02+00:00,2026-07-13,0,0,not_applicable,not_applicable,access_unavailable,access_unavailable,Not attempted: source-level OpenAlex HTTP 429 access condition established by the first pending request in this run,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
381,propylparaben,kci,regional_bibliographic,Propylparaben,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,kci fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
381,propylparaben,riss,regional_bibliographic,Propylparaben,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,riss fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
382,acacia_senegal_gum,pubmed,bibliographic_primary,Acacia Senegal Gum,"(""Acacia Senegal Gum""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",2026-07-13T06:25:49Z,2026-07-13,1,1,not_applicable,true,success,success,,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
382,acacia_senegal_gum,europe_pmc,bibliographic_primary,Acacia Senegal Gum,"(TITLE_ABS:""Acacia Senegal Gum"") AND (TITLE_ABS:""skin"" OR TITLE_ABS:""topical"") AND NOT SRC:MED AND NOT SRC:PAT",2026-07-13T06:30:34+00:00,2026-07-13,0,0,not_applicable,true,zero_results,success,,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
382,acacia_senegal_gum,crossref,metadata_discovery,Acacia Senegal Gum,"(""Acacia Senegal Gum"") skin topical",2026-07-13T06:30:59+00:00,2026-07-13,492526,50,not_applicable,false,success_protocol_capped,success_protocol_capped,Fresh v1.1 relevance-ranked retrieval cap reached; the declared search protocol completed but full source pagination was not attempted,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
382,acacia_senegal_gum,openalex,metadata_discovery,Acacia Senegal Gum,"(""Acacia Senegal Gum"") skin topical",2026-07-13T06:34:02+00:00,2026-07-13,0,0,not_applicable,not_applicable,access_unavailable,access_unavailable,Not attempted: source-level OpenAlex HTTP 429 access condition established by the first pending request in this run,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
382,acacia_senegal_gum,kci,regional_bibliographic,Acacia Senegal Gum,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,kci fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
382,acacia_senegal_gum,riss,regional_bibliographic,Acacia Senegal Gum,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,riss fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
383,ectoin,pubmed,bibliographic_primary,Ectoin,"(""Ectoin""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",2026-07-13T06:25:49Z,2026-07-13,16,16,not_applicable,true,success,success,,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
383,ectoin,europe_pmc,bibliographic_primary,Ectoin,"(TITLE_ABS:""Ectoin"") AND (TITLE_ABS:""skin"" OR TITLE_ABS:""topical"") AND NOT SRC:MED AND NOT SRC:PAT",2026-07-13T06:30:35+00:00,2026-07-13,1,1,not_applicable,true,success,success,,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
383,ectoin,crossref,metadata_discovery,Ectoin,"(""Ectoin"") skin topical",2026-07-13T06:31:00+00:00,2026-07-13,439459,50,not_applicable,false,success_protocol_capped,success_protocol_capped,Fresh v1.1 relevance-ranked retrieval cap reached; the declared search protocol completed but full source pagination was not attempted,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
383,ectoin,openalex,metadata_discovery,Ectoin,"(""Ectoin"") skin topical",2026-07-13T06:34:02+00:00,2026-07-13,0,0,not_applicable,not_applicable,access_unavailable,access_unavailable,Not attempted: source-level OpenAlex HTTP 429 access condition established by the first pending request in this run,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
383,ectoin,kci,regional_bibliographic,Ectoin,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,kci fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
383,ectoin,riss,regional_bibliographic,Ectoin,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,riss fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
384,phenethyl_alcohol,pubmed,bibliographic_primary,Phenethyl Alcohol,"(""Phenethyl Alcohol""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",2026-07-13T06:25:50Z,2026-07-13,10,10,not_applicable,true,success,success,,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
384,phenethyl_alcohol,europe_pmc,bibliographic_primary,Phenethyl Alcohol,"(TITLE_ABS:""Phenethyl Alcohol"") AND (TITLE_ABS:""skin"" OR TITLE_ABS:""topical"") AND NOT SRC:MED AND NOT SRC:PAT",2026-07-13T06:30:35+00:00,2026-07-13,0,0,not_applicable,true,zero_results,success,,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
384,phenethyl_alcohol,crossref,metadata_discovery,Phenethyl Alcohol,"(""Phenethyl Alcohol"") skin topical",2026-07-13T06:31:01+00:00,2026-07-13,719885,50,not_applicable,false,success_protocol_capped,success_protocol_capped,Fresh v1.1 relevance-ranked retrieval cap reached; the declared search protocol completed but full source pagination was not attempted,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
384,phenethyl_alcohol,openalex,metadata_discovery,Phenethyl Alcohol,"(""Phenethyl Alcohol"") skin topical",2026-07-13T06:34:02+00:00,2026-07-13,0,0,not_applicable,not_applicable,access_unavailable,access_unavailable,Not attempted: source-level OpenAlex HTTP 429 access condition established by the first pending request in this run,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
384,phenethyl_alcohol,kci,regional_bibliographic,Phenethyl Alcohol,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,kci fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
384,phenethyl_alcohol,riss,regional_bibliographic,Phenethyl Alcohol,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,riss fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
385,salix_alba_willow_bark_extract,pubmed,bibliographic_primary,Salix Alba (Willow) Bark Extract,"(""Salix Alba (Willow) Bark Extract""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",2026-07-13T06:25:51Z,2026-07-13,0,0,not_applicable,true,zero_results,success,,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
385,salix_alba_willow_bark_extract,europe_pmc,bibliographic_primary,Salix Alba (Willow) Bark Extract,"(TITLE_ABS:""Salix Alba (Willow) Bark Extract"") AND (TITLE_ABS:""skin"" OR TITLE_ABS:""topical"") AND NOT SRC:MED AND NOT SRC:PAT",2026-07-13T06:30:36+00:00,2026-07-13,0,0,not_applicable,true,zero_results,success,,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
385,salix_alba_willow_bark_extract,crossref,metadata_discovery,Salix Alba (Willow) Bark Extract,"(""Salix Alba (Willow) Bark Extract"") skin topical",2026-07-13T06:31:02+00:00,2026-07-13,701125,50,not_applicable,false,success_protocol_capped,success_protocol_capped,Fresh v1.1 relevance-ranked retrieval cap reached; the declared search protocol completed but full source pagination was not attempted,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
385,salix_alba_willow_bark_extract,openalex,metadata_discovery,Salix Alba (Willow) Bark Extract,"(""Salix Alba (Willow) Bark Extract"") skin topical",2026-07-13T06:34:02+00:00,2026-07-13,0,0,not_applicable,not_applicable,access_unavailable,access_unavailable,Not attempted: source-level OpenAlex HTTP 429 access condition established by the first pending request in this run,mwbl-ingredient-multisource-discovery-v1.1-fresh,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
385,salix_alba_willow_bark_extract,kci,regional_bibliographic,Salix Alba (Willow) Bark Extract,,not_recorded,not_recorded,unknown,unknown,not_applicable,not_applicable,not_attempted,provenance_incomplete,kci fresh v1.1 query-log row is missing,missing_fresh_v1_1_source_log,not_applicable_not_run,Y,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
