ingredient_rank,ingredient_id,name_ko,name_en,product_count,source_count,sources,deduplicated_paper_count,max_passed_stage_count,first_failed_filter,first_failed_filter_ko,final_score_candidate,candidate_effect_ids,candidate_paper_keys,review_status,runtime_score_change
448,erythritol,에리스리톨,Erythritol,679,3,crossref|europe_pmc|pubmed,67,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
449,laminaria_saccharina_extract,슈가켈프추출물,Laminaria Saccharina Extract,677,1,crossref,25,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
450,solanum_melongena_eggplant_fruit_extract,가지열매추출물,Solanum Melongena (Eggplant) Fruit Extract,675,1,crossref,25,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
451,helianthus_annuus_sunflower_extract,해바라기추출물,Helianthus Annuus (Sunflower) Extract,671,1,crossref,24,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
452,citrullus_lanatus_watermelon_fruit_extract,수박추출물,Citrullus Lanatus (Watermelon) Fruit Extract,670,1,crossref,24,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
454,trisodium_edta,트라이소듐이디티에이,Trisodium EDTA,668,2,crossref|pubmed,24,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
455,bakuchiol,바쿠치올,Bakuchiol,666,3,crossref|europe_pmc|pubmed,77,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
456,polyacrylamide,폴리아크릴아마이드,Polyacrylamide,666,3,crossref|europe_pmc|pubmed,92,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
457,peg_8,피이지-8,PEG-8,665,3,crossref|europe_pmc|pubmed,47,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
458,methyl_gluceth_20,메틸글루세스-20,Methyl Gluceth-20,664,1,crossref,25,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
459,pogostemon_cablin_oil,광곽향오일,Pogostemon Cablin Oil,664,1,crossref,23,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
460,ficus_carica_fig_fruit_extract,무화과추출물,Ficus Carica (Fig) Fruit Extract,662,1,crossref,25,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
461,hydrolyzed_silk,하이드롤라이즈드실크,Hydrolyzed Silk,660,2,crossref|pubmed,24,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
462,sodium_cocoyl_glutamate,소듐코코일글루타메이트,Sodium Cocoyl Glutamate,659,1,crossref,18,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
463,copper_tripeptide_1,카퍼트라이펩타이드-1,Copper Tripeptide-1,656,2,crossref|pubmed,30,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
464,chamomilla_recutita_matricaria_flower_extract,마트리카리아꽃추출물,Chamomilla Recutita (Matricaria) Flower Extract,655,1,crossref,21,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
465,disodium_cocoamphodiacetate,다이소듐코코암포다이아세테이트,Disodium Cocoamphodiacetate,655,2,crossref|pubmed,24,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
466,ethylene_propylene_styrene_copolymer,에틸렌/프로필렌/스타이렌코폴리머,Ethylene/Propylene/Styrene Copolymer,655,1,crossref,20,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
467,isopentyldiol,아이소펜틸다이올,Isopentyldiol,655,3,crossref|europe_pmc|pubmed,24,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
468,hibiscus_sabdariffa_flower_extract,히비스커스꽃추출물,Hibiscus Sabdariffa Flower Extract,654,1,crossref,25,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
469,benzyl_glycol,벤질글라이콜,Benzyl Glycol,652,1,crossref,23,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
470,disodium_laureth_sulfosuccinate,다이소듐라우레스설포석시네이트,Disodium Laureth Sulfosuccinate,651,2,crossref|pubmed,30,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
471,glyceryl_glucoside,글리세릴글루코사이드,Glyceryl Glucoside,651,2,crossref|pubmed,24,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
472,terpineol,터피네올,Terpineol,647,3,crossref|europe_pmc|pubmed,85,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
473,theobroma_cacao_cocoa_seed_extract,카카오씨추출물,Theobroma Cacao (Cocoa) Seed Extract,647,1,crossref,24,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
474,tridecane,트라이데케인,Tridecane,645,3,crossref|europe_pmc|pubmed,35,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
475,pantolactone,판토락톤,Pantolactone,643,2,crossref|pubmed,21,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
476,cysteine,시스테인,Cysteine,641,3,crossref|europe_pmc|pubmed,93,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
477,barium_sulfate,바륨설페이트,Barium Sulfate,640,2,crossref|pubmed,57,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
478,arachidyl_alcohol,아라키딜알코올,Arachidyl Alcohol,637,2,crossref|pubmed,21,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
479,sodium_acetate,소듐아세테이트,Sodium Acetate,636,3,crossref|europe_pmc|pubmed,74,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
480,coffea_arabica_coffee_seed_extract,커피콩추출물,Coffea Arabica (Coffee) Seed Extract,635,1,crossref,24,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
481,laminaria_japonica_extract,다시마추출물,Laminaria Japonica Extract,634,2,crossref|pubmed,25,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
482,vaccinium_angustifolium_blueberry_fruit_extract,로우스위트블루베리추출물,Vaccinium Angustifolium (Blueberry) Fruit Extract,632,1,crossref,24,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
483,oryza_sativa_rice_bran_oil,쌀겨오일,Oryza Sativa (Rice) Bran Oil,629,1,crossref,25,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
484,magnesium_ascorbyl_phosphate,마그네슘아스코빌포스페이트,Magnesium Ascorbyl Phosphate,626,2,crossref|pubmed,49,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
485,polyquaternium_51,폴리쿼터늄-51,Polyquaternium-51,626,2,crossref|pubmed,22,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
486,pentaerythrityl_tetraethylhexanoate,펜타에리스리틸테트라에틸헥사노에이트,Pentaerythrityl Tetraethylhexanoate,624,1,crossref,20,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
487,steareth_20,스테아레스-20,Steareth-20,623,2,crossref|pubmed,24,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
488,diglycerin,다이글리세린,Diglycerin,618,1,crossref,19,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
489,aloe_barbadensis_leaf_juice_powder,알로에베라잎즙가루,Aloe Barbadensis Leaf Juice Powder,617,1,crossref,25,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
490,ethylene_propylene_copolymer,에틸렌/프로필렌코폴리머,Ethylene/Propylene Copolymer,616,2,crossref|pubmed,22,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
491,c9_12_alkane,C9-12알케인,C9-12 Alkane,614,1,crossref,24,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
492,peg_ppg_18_18_dimethicone,피이지/피피지-18/18다이메티콘,PEG/PPG-18/18 Dimethicone,614,1,crossref,23,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
493,beeswax,비즈왁스,Beeswax,613,3,crossref|europe_pmc|pubmed,76,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
494,auricula_vitis_labrusca_fruit_helianthus_tuberosus_tub_kcia_6682,아이소아밀라우레이트,Auricula/Vitis Labrusca Fruit/Helianthus Tuberosus Tuber Ferment Extract Isoamyl Laurate,611,1,crossref,23,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
495,citrus_aurantium_dulcis_orange_fruit_extract,오렌지추출물,Citrus Aurantium Dulcis (Orange) Fruit Extract,611,1,crossref,22,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
496,c11_15_alketh_7,C11-15알케스-7,C11-15 Alketh-7,610,1,crossref,23,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
498,petrolatum_mineral_oil,페트롤라툼/미네랄오일,Petrolatum / Mineral Oil,607,3,crossref|europe_pmc|pubmed,82,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
499,methylisothiazolinone,메칠이소치아졸리논,Methylisothiazolinone,606,2,crossref|pubmed,72,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
