product_code,source_prefix,current_brand,product_name,suspected_brand,issue_type,recommended_action,confidence,note
lookfantastic_cbb4de63ffb99b,lookfantastic,The Ordinary,Noble Panacea The Brilliant Prime Radiance Serum 7 Dose 3.5ml,Noble Panacea,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_5165e25cddd40e,lookfantastic,Beauty Of Joseon,Numbuzin No.5 Vitamin Boosting Essential Toner 200ml,Numbuzin,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_d849a9af4b76ca,lookfantastic,Beauty of Joseon,Numbuzin No.3 Super Glowing Essence Toner 200ml,Numbuzin,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_de9a522b714c65,lookfantastic,Beauty of Joseon,Numbuzin No.9 NAD PDRN Glow Boosting Toner 150ml,Numbuzin,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_c4a6f440d0c9fd,lookfantastic,COSRX,Numbuzin No.1 Centella Re-leaf Green Toner Pad 190ml (70 Pads),Numbuzin,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_f075ed016188c7,lookfantastic,Medik8,Numbuzin No.1 Pantothenic B5 Active Cream 80ml,Numbuzin,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_882ce8ce2b202b,lookfantastic,The Ordinary,Numbuzin No.1 Pantothenic B5 Active Soothing Serum 50ml,Numbuzin,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_f77fe5a0ed0731,lookfantastic,The Ordinary,Numbuzin No.3 Skin Softening Serum 50ml,Numbuzin,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_3e4f230ae12ade,lookfantastic,Vichy,Numbuzin No.5 Vitamin Serum 30ml,Numbuzin,brand_mismatch,fix_brand,0.95,product_name starts with a different known brand token
lookfantastic_291492769a45a8,lookfantastic,Manucurist,OPI Nature Strong Skincare - Good as Gold Cuticle Serum 7 ml,OPI,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_e3a11c2c276294,lookfantastic,Elemis,OSKIA Super R Retinoid Sleep Serum Capsules (60 capsules),OSKIA,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_5c98c163db2c97,lookfantastic,The Ordinary,OSKIA Isotonic Hydra Serum,OSKIA,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_b96a25828f726f,lookfantastic,Weleda,Oskia Adaptive Tan Mist,OSKIA,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_4618b2cef8c9ff,lookfantastic,Sol de Janeiro,"Ole Henriksen Après-Skin Rich Rescue Barrier Moisturizer With Ceramides, 75ml",Ole Henriksen,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_76178a6c44bdd6,lookfantastic,Caudalie,Omorovicza Queen of Hungary Mist 30ml,Omorovicza,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_193066ce51eed6,lookfantastic,Estée Lauder,Omorovicza Gold Rescue Cream (50ml),Omorovicza,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_66ca919f380738,lookfantastic,Kiehl's Since 1851,Omorovicza Balancing Moisturiser 50ml,Omorovicza,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_ffcbc00abde54e,lookfantastic,Kiehl's Since 1851,Origins Youthtopia Peptide Plumping Apple Moisturising Cream 50ml,Origins,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_f94c83f0a0a565,lookfantastic,Medik8,Origins Dr. Andrew Weil Mega-Mushroom Relief and Resilience Advanced Face Serum 50ml,Origins,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_a3f1d0a9604940,lookfantastic,Lancôme,Pat McGrath Labs Divine Skin The Essence Serum - Rose 001 100ml,PAT McGRATH LABS,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_2d4b1d36002264,lookfantastic,Antipodes,PIXI Rose Oil Blend Serum 30ml,PIXI,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_ad974f8ad5e53b,lookfantastic,Elemis,PIXI Rose Ceramide Cream 50ml Moisturizer,PIXI,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_365e065fd0880f,lookfantastic,Mavala,PIXI Large Eye Lash Serum 2g,PIXI,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_d48ba283269c25,lookfantastic,Medik8,PIXI Vitamin-C Serum 30ml,PIXI,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_ef8cf884930c4e,lookfantastic,Aveeno,PURITO Oat-in Silky Toner 200ml,PURITO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_9bbcd8a3e95b4d,lookfantastic,Beauty Works,PURITO Clear Code Superfruit Serum 30ml,PURITO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_f9711db74247fa,lookfantastic,COSRX,PURITO Fermented Complex 94 Boosting Essence 150ml,PURITO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_f2aa9d383e5a61,lookfantastic,CeraVe,PURITO Mini Wonder Releaf Centella Unscented Cream 15ml,PURITO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_009385106aef60,lookfantastic,CeraVe,PURITO Wonder Releaf Centella Cream 50ml,PURITO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_0f90a5ab29df02,lookfantastic,Cetaphil,PURITO Mini Wonder Releaf Centella Unscented Toner 30ml,PURITO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_d57c32b76881bb,lookfantastic,Cetaphil,PURITO Wonder Releaf Centella Serum 60ml,PURITO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_76c9ee9d5475a1,lookfantastic,Cetaphil,PURITO Wonder Releaf Centella Unscented Serum 60ml,PURITO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_d09fca0eeba697,lookfantastic,Cetaphil,PURITO Wonder Releaf Centella Unscented Serum 60ml,PURITO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_a24061ec35b276,lookfantastic,La Roche-Posay,PURITO Wonder Releaf Centella Eye Unscented Cream 30ml,PURITO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_637962e79cbd54,lookfantastic,Medik8,PURITO TXA 6 Niacinamide 10 Retinal Serum 30ml,PURITO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_30150b6889e592,lookfantastic,NARS,PURITO Oat PDRN Gentle Refining Toner 200ml,PURITO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_700f4a1cba89d6,lookfantastic,The Ordinary,PURITO Azelaic Acid 10 Kojic Tea Tree Serum 30ml,PURITO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_08999c0b376452,lookfantastic,The Ordinary,PURITO Pure Vitamin C Serum 60ml,PURITO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_4c11f7ed551ac4,lookfantastic,The Ordinary,Pai Skincare Rosehip Bioregenerate™ Rejuvenating Overnight Face Oil 30ml,Pai,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_b7ccdc7bbf9a7e,lookfantastic,Bulldog,Perricone MD Hypoallergenic Clean Correction Ultra-Smooth Shave Cream (Various Sizes),Perricone MD,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_de836179166646,lookfantastic,Elemis,Perricone MD HP Retinol Recovery Overnight Moisturizer 2oz FG,Perricone MD,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_90cdfeeffbbed6,lookfantastic,Medik8,Perricone MD High Potency Triple Retinol Renewal Serum 59ml,Perricone MD,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_3f10ee1024896d,lookfantastic,Medik8,Perricone MD Vitamin C Ester Brightening Serum 30ml,Perricone MD,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_70d1472c06142b,lookfantastic,Medik8,Perricone MD Vitamin C Ester Brightening Serum 30ml,Perricone MD,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_9367efa77ee5d6,lookfantastic,RapidLash,Perricone MD Hypoallergenic Clean Correction Nourishing Moisturiser 59ml,Perricone MD,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_7ed7d8ecbc58e5,lookfantastic,The Ordinary,Perricone MD No:Rinse Intensive Pore Minimizing Toner 118ml,Perricone MD,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_b20a8f773c7c74,lookfantastic,The Ordinary,Perricone MD No:Rinse Intensive Pore Minimizing Toner 118ml,Perricone MD,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_d53e2eebee9904,lookfantastic,COSRX,Peter Thomas Roth Water Drench® Hyaluronic Jelly Moisturizer,Peter Thomas Roth,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_826afab84a9d29,lookfantastic,Gatineau,Peter Thomas Roth Collagen Skinjection Plumping & Firming Serum 30ml,Peter Thomas Roth,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_800ba8e2e8c98f,lookfantastic,Antipodes,QMS Medicosmetics Night Collagen Sensitive Serum 30ml,QMS Medicosmetics,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_535550222959fd,lookfantastic,La Mer,QMS Medicosmetics Redness Relief Complex Day & Night Serum 30ml,QMS Medicosmetics,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_5abfad62746952,lookfantastic,La Roche-Posay,QMS Medicosmetics Hydrating Boost Tonic Mist 200ml,QMS Medicosmetics,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_a32340c02a7835,lookfantastic,Beauty of Joseon,Round Lab 1025 Dokdo Toner 200ml,ROUND LAB,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_fe97c4a93966dd,lookfantastic,Beauty of Joseon,Round Lab Birch Juice Serum 50ml,ROUND LAB,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_80ecd6060f4157,lookfantastic,Beauty of Joseon,Round Lab Birch Juice Toner 300ml,ROUND LAB,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_daec49385db5e9,lookfantastic,Rimmel,Round Lab 1025 Dokdo Cream 80ml,ROUND LAB,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_f0f220199b5608,lookfantastic,RapidLash,RevitaLash Advanced Eyelash Serum 3.5ml (6 Month Supply),RevitaLash,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_5b49507f3d39b2,lookfantastic,RapidLash,RevitaLash Advanced Sensitive Eyelash Serum 2ml (3 Month Supply),RevitaLash,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_10dbea6bceb5f7,lookfantastic,RapidLash,RevitaLash Exclusive Advanced Eyelash Serum 1ml (1.5 Month Supply),RevitaLash,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_6011be39c13b11,lookfantastic,L'Oréal Paris,Revlon Illuminance Serum Tint 28ml (Various Shades) Rich Sand,Revlon,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_bb034d7d21edfb,lookfantastic,La Roche-Posay,RoC Soleil-Protect Moisturising Spray Lotion SPF50 200ml,RoC,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_d83ba8b3b3a98f,lookfantastic,RoC Skincare,RoC Multi Correxion Firm and Lift Anti-Sagging Firming Cream Rich 50ml,RoC,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_35ce4b19da2008,lookfantastic,RoC Skincare,RoC Multi Correxion Revive and Glow Daily Serum 30ml,RoC,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_0cee64da357ff5,lookfantastic,RoC Skincare,RoC Multi Correxion Revive and Glow Gel Cream 50ml,RoC,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_a5932a6170c098,lookfantastic,RoC Skincare,RoC Retinol Correxion Wrinkle Correct Daily Moisturiser SPF30 30ml,RoC,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_c7cc18f385dce2,lookfantastic,La Roche-Posay,RoC Skincare Derm Correxion Fill + Treat Serum 15ml,RoC Skincare,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_30ee00607ea667,lookfantastic,The Ordinary,RoC Skincare Derm Correxion Firming Serum Stick 30g,RoC Skincare,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_15fc08aa9c4ad5,lookfantastic,Dermalogica,RéVive Eye Renewal Serum,RéVive,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_2b97fb732a96d5,lookfantastic,SkinCeuticals,RéVive Skincare Brightening Vitamin C Serum 30ml,RéVive,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_81fd40ba2ad703,lookfantastic,Beauty Of Joseon,Skin1004 Madagascar Centella Soothing Cream 75ml,SKIN1004,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_2cd11bed845ce2,lookfantastic,Beauty of Joseon,Skin1004 Madagascar Centella Probio-Cica Enrich Cream 50ml,SKIN1004,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_a72b16f42617b3,lookfantastic,Beauty of Joseon,Skin1004 Madagascar Centella Probio-Cica Intensive Ampoule 50ml,SKIN1004,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_abb5f1b54e7f91,lookfantastic,Dermalogica,Skin1004 Madagascar Centella Probio-Cica Essence Toner 210ml,SKIN1004,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_dbabe640c3ea15,lookfantastic,Too Faced,Skin1004 Madagascar Centella Poremizing Fresh Ampoule 100ml,SKIN1004,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_725c75f93f3643,lookfantastic,Origins,"SVR SEBIACLEAR Balancing Hyaluronic Acid Acne Serum, Correcting Concentrate for Blemishes, Post-Acne Marks and Wrinkles, 30ml",SVR,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_ab2f7c2a4c0653,lookfantastic,RapidLash,"SVR [B3] Ampoule Hydra - Plumping Hyaluronic Acid & Niacinamide Anti-Wrinkle Face Serum for Dehydrated Sensitive Skin, 30ml",SVR,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_9282c19ba28614,lookfantastic,SVR Laboratoires,"SVR SENSIFINE Nutri-Baume - 24hr Soothing Nourishing Face Balm for Hypersensitive, Reactive, Dry Skin, 40ml",SVR,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_b5a869eec0f1ca,lookfantastic,SVR Laboratoires,"SVR [B3] Hydra Essence - Vitamin B3 & Hyaluronic Acid Plumping Face Gel-Lotion for Dehydrated Skin Prone to Fine Lines, 150ml",SVR,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_51cef4aa89a857,lookfantastic,SVR Laboratoires,"SVR [C] Ampoule Anti-Ox 20% Vitamin C Regenerating Anti-Wrinkle Face Serum for Dull, Tired, Uneven Skin, 30 ml",SVR,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_e4b5c7cd1a6c84,lookfantastic,Armani,Sand & Sky Australian Glow Berries Intense Glow Moisturiser 60g,Sand and Sky,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_ff565507216e62,lookfantastic,Elemis,Sand & Sky The Marshmallow Pink Toner 120ml,Sand and Sky,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_e4be990c256d02,lookfantastic,Garnier,Shiseido Eudermine Revitalising Essence Refill 145ml,Shiseido,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_65fa3119a4d6b7,lookfantastic,La Roche-Posay,Shiseido Expert Sun Protector SPF50+ Face Cream 50ml,Shiseido,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_2eb2e2ce629a74,lookfantastic,Medik8,Shiseido Benefiance Overnight Wrinkle Resisting Cream 50ml,Shiseido,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_554192152c69b0,lookfantastic,Medik8,Shiseido Essential Energy Hydrating Day Cream SPF20 50ml,Shiseido,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_85f017527a1ec4,lookfantastic,Beauty Works,Skin Design London Face Tight Serum 30ml,Skin Design London,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_387a66ef76e022,lookfantastic,Medik8,Skin Design London Hydrating Serum 30ml,Skin Design London,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_a597ff86e65165,lookfantastic,The Ordinary,Skin Design London Retexturising Serum 30ml,Skin Design London,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_cc2e7b0c691188,lookfantastic,Estée Lauder,SkinCeuticals Phyto Corrective Essence Mist 50ml,SkinCeuticals,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_dcdbbdbcd52e01,lookfantastic,CeraVe,Supergoop! Play Everyday Lotion SPF50 162ml,Supergoop!,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_72f34f9fae3609,lookfantastic,L'Oréal Professionnel,Supergoop! Play Everyday Lotion SPF50 532ml,Supergoop!,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_0611ed00b05cf7,lookfantastic,La Roche-Posay,Supergoop! Every. Single. Face. Watery Lotion SPF50 50ml,Supergoop!,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_8e602ec752716b,lookfantastic,La Roche-Posay,Supergoop! Play Everyday Lotion SPF50 71ml,Supergoop!,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_62042020b5c2c2,lookfantastic,Wella Professionals Care,Tigi Bed Head Control Freak Serum (250ml),TIGI,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_df72187d53f421,lookfantastic,Bondi Sands,Tanologist Insta Glow Face Cream 60ml,Tanologist,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_25744d751e91e4,lookfantastic,Beauty of Joseon,Thank You Farmer Rice Pure Milky Hydrating Mist 100ml,Thank You Farmer,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_d22133a555372e,lookfantastic,Bondi Sands,Thank You Farmer Sun Project Light Sun Essence SPF50+ PA+++ 120ml,Thank You Farmer,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_ac60ea875f3bd7,lookfantastic,LANEIGE,Thank You Farmer Rice Pure Milky Hydrating Essential Toner 200ml,Thank You Farmer,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_7865771dc91508,lookfantastic,Real Techniques,Thank You Farmer Rice Pure Barrier Cream Mist 100ml,Thank You Farmer,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_e4d048e80d9a1d,lookfantastic,Cetaphil,The INKEY List Ectoin Hydro-Barrier Serum 30ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_1a09af1fcffd42,lookfantastic,Cetaphil,The INKEY List Super Solutions 10% Azelaic Acid Serum 30ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_fcc5e5368a016e,lookfantastic,Eucerin,The INKEY List Super Solutions 10% Urea Moisturiser 50ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_a7d2d11a1c9330,lookfantastic,The Ordinary,The INKEY List Beta Hydroxy Acid Serum 30ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_2c5f6f5dc6c69c,lookfantastic,The Ordinary,The INKEY List C-50 Serum 30ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_1b2bebaa32cb08,lookfantastic,The Ordinary,The INKEY List Glycolic Acid Toner 100ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_8ff66d430db8c5,lookfantastic,The Ordinary,The INKEY List Niacinamide Serum 30ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_bf27dcbf2c1da3,lookfantastic,The Ordinary,The INKEY List Starter Retinol Serum 30ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_021bfcfb03d1e0,lookfantastic,The Ordinary,The INKEY List Super Solutions 1% Retinol Serum 30ml,The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_2ce18f3e3b5249,lookfantastic,The Ordinary,"The INKEY List Vitamin B, C and E Moisturizer 50ml",The INKEY List,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_53595394cc8d45,lookfantastic,Beauty Of Joseon,Tocobo Multi Ceramide Cream 50ml,Tocobo,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_5bcdf664142159,lookfantastic,ESPA,Tocobo Cica Calming Sun Serum SPF50+ Pa++++ 50ml,Tocobo,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_c7b966703491a2,lookfantastic,The Ordinary,Tocobo Vita Berry Pore Toner 150ml,Tocobo,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_43d981782a5769,lookfantastic,Gatineau,Ultrasun Pre Sun Tan Activator 150ml,Ultrasun,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_784d8b87a00103,lookfantastic,Beauty Works,Umberto Giannini Damage Reverse Bond Serum 75ml,Umberto Giannini,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_2ef7784e11a9da,lookfantastic,NARS,Urban Decay Stay Naked Hydromaniac Tinted Glow Hydrator 35ml (Various Shades) 60,Urban Decay,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_572962af49fd1e,lookfantastic,Beauty Works,Uriage Eau Thermale H.A. Booster Serum 30ml,Uriage,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_a6fbc70b33d878,lookfantastic,Eucerin,Uriage Bariéderm-Cica Cream with Copper Zinc 100ml,Uriage,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_51d35ab6ccc2f6,lookfantastic,The Ordinary,Uriage Cica Daily Intense Repairing Serum 30ml,Uriage,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_7af76bf8ba29b6,lookfantastic,Beauty of Joseon,VT Cosmetics Pdrn Essence 100,VT Cosmetics,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_1d28b9911e5631,lookfantastic,La Roche-Posay,Vichy Minéral 89 72 Hr Hyaluronic Acid Moisture Boosting Cream for All Skin Types 40ml,Vichy,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_c800073cfb9572,lookfantastic,MAC,VICHY LiftActiv Serum 10 Eyes & Lashes 15ml,Vichy,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_6b26f3f2aeea89,lookfantastic,Medik8,VICHY Liftactiv Supreme 16% Pure Vitamin C Brightening Serum 20ml,Vichy,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_bbb3d532ed4661,lookfantastic,bareMinerals,Vichy Mineral 89 Hyaluronic Acid Booster Serum 75ml,Vichy,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_048c2433bcfa29,lookfantastic,NARS,Weleda Nappy Cream with Calendula 75ml Twin Pack,Weleda,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_e04f894c07d432,lookfantastic,RapidLash,Weleda Pomegranate Firming Face Serum (30ml),Weleda,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_093e0f73e682b5,lookfantastic,Kiehl's Since 1851,Youth To The People Triple Peptide and Cactus Oasis Serum 30ml,Youth To The People,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_dfd0aa9eab47a4,lookfantastic,Avant Skincare,Zelens Power E Moisturising and Protecting Serum 30ml,Zelens,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_8bea088f3f16cf,lookfantastic,Bondi Sands,Zelens Collagen Solution Firming Serum for Face and Neck 30ml,Zelens,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_b851f5abb3af9e,lookfantastic,Estée Lauder,Zelens Emulsion D Fortifying Moisturiser 50ml,Zelens,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
